Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","111.977485","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","112.509056","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","112.713188","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","112.802175","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","113.524434","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","114.087887","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","114.56911","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","115.068835","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","114.598923","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","114.612718","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","114.327414","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","113.980356","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","114.756158","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","115.693835","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","116.706213","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","116.941519","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","118.027548","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","117.965132","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","117.962012","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","118.406","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","118.8389","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","119.135347","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","80.083588","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","80.471323","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","80.550365","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","80.845372","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","81.043319","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","81.347784","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","81.978515","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","82.374426","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","82.594724","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","82.759775","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","83.254725","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","83.762136","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","84.48033","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","84.957413","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","85.184046","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","85.682894","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","86.055039","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","86.395786","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","86.821054","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","87.312259","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","87.435086","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","87.566549","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","87.840946","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","87.953426","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","88.473281","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","88.647428","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","88.86526","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","89.156693","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","89.274682","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","89.538051","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","89.840222","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","90.455402","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","90.801172","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","90.968287","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","91.007831","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","91.303052","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","91.751129","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","92.228023","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","92.32994","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","92.321543","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","92.475473","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","92.952308","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","94.02603","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","94.558555","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","94.798875","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","94.998785","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","95.272178","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","95.615055","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","96.229431","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","96.451179","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","96.498993","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","96.613216","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","96.86832","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","97.10456","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","97.509083","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","97.779634","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","97.920355","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","98.090976","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","98.612174","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","99.313413","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","99.007375","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","98.851788","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","99.069956","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","99.330315","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","99.644007","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","99.975959","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","100.44325","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","100.645418","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","100.565792","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","100.624766","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","100.812472","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","101.072581","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","101.151567","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","101.148902","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","101.242871","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","101.35494","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","101.618812","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","102.083625","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","102.364261","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","102.463173","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","102.604336","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","102.824459","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","103.30231","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","103.594175","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","104.232151","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","104.570363","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","104.494751","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","104.562203","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","104.67818","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","104.898423","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","104.968185","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","105.234715","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","105.603741","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","105.687921","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","106.031276","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","106.384218","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","106.887648","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","107.164646","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","107.223652","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","107.389633","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","107.73309","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","107.953234","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","108.229562","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","108.545629","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","108.85166","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","109.069339","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","109.123983","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","109.120738","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","109.192623","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","109.40712","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","109.572675","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","109.930342","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","110.480965","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","110.615101","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","110.885934","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","111.058252","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","111.031214","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","111.152049","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","","111.403058","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","","111.854697","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","","112.250006","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","","112.267992","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","","111.859224","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","","110.972757","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","","111.079281","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","","111.711831","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","","111.966587","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","","112.081354","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","","112.131618","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","","112.226382","E","Estimated value","base year is 2015"
